class,image_path,name,xmax,xmin,ymax,ymin
0.0,62b46e15f86840cef61f8f6563536fb9.jpg,GRAFFITI,257.0,210.0,90.0,59.0
3.0,370cd260914f5e9abfd08ed73a478f4f.jpg,GARBAGE,207.5,150.0,108.0,72.5
2.0,591762aa102de89453eabf50d577f616.jpg,POTHOLES,111.0,48.0,191.0,162.5
9.0,d193752482ffbc1b972b085a5e3f4030.jpg,CLUTTER_SIDEWALK,136.5,9.5,207.5,130.5
3.0,fa0104a10653eeee1dd175e933f281ab.jpg,GARBAGE,244.5,184.0,171.5,126.0
3.0,ed94cf1c219d097cb4053d1d46ff34a7.jpg,GARBAGE,479.0,431.5,140.0,108.5
8.0,4159492348e7244a0b6013363bc15e68.jpg,SAND_ON_ROAD,80.5,-13.0,187.5,138.5
3.0,45d0c0a99fc13e272295b0da4eb1033d.jpg,GARBAGE,214.5,158.0,124.5,80.0
8.0,77f8bf0773f7af1e210bcd9bd78e2624.jpg,SAND_ON_ROAD,238.0,-39.5,168.5,85.0
8.0,2a246a8b0b0e8237df1c231984025759.jpg,SAND_ON_ROAD,480.5,435.0,115.5,80.5
3.0,22fd8ffaecc8300edb1f2bdbec8edc79.jpg,GARBAGE,151.0,100.5,117.5,95.0
3.0,727a86f2e939e4a7aae507a6ae743883.jpg,GARBAGE,460.0,408.0,105.5,76.5
3.0,ca8d06e5b002d16fe904e4ed0bcc2ff7.jpg,GARBAGE,88.0,26.5,122.5,73.5
3.0,46fb22e7a2ea3cf754f5d57814d80e5b.jpg,GARBAGE,60.5,0.0,213.0,184.5
2.0,cf7d1eda871dfea7af64fb36e5f7dd62.jpg,POTHOLES,246.0,199.5,151.0,115.5
3.0,f8588e8553ec9d405d46b1d955a01a4f.jpg,GARBAGE,407.0,352.0,200.5,171.5
4.0,319766d325575059db31610d2e75ca38.jpg,CONSTRUCTION_ROAD,481.0,218.0,151.5,56.5
2.0,e12e1c55dae44b8fa80d664dc0a6ed43.jpg,POTHOLES,485.5,426.5,187.5,141.0
3.0,55ba6d8a42b10a1f155d4c6721078a40.jpg,GARBAGE,356.5,316.0,106.5,78.5
3.0,531bbc099802e09ebdce4ed74f112672.jpg,GARBAGE,353.5,329.5,122.0,107.0
3.0,dc4d7895d30227d0dad3a8ddf82cd1ab.jpg,GARBAGE,56.0,33.5,212.5,190.0
4.0,9f65a94b21d60cee9908ef5d29673c58.jpg,CONSTRUCTION_ROAD,334.0,270.5,133.0,76.5
4.0,7c4bb755b4ff7081bd1d1e7ae55f65a9.jpg,CONSTRUCTION_ROAD,154.5,102.0,122.0,93.0
2.0,23b2963d37f8cf9c6ed73580de589533.jpg,POTHOLES,169.0,85.0,176.0,130.5
9.0,d01b160d68628430d1b72da9426f7bc6.jpg,CLUTTER_SIDEWALK,423.0,183.0,155.0,94.5
0.0,d0c34a204650f7e9b95ad8cd8e594dcf.jpg,GRAFFITI,318.0,227.0,111.5,58.0
3.0,a6cf91110bd06a067c979624a50ef954.jpg,GARBAGE,340.0,286.5,138.0,90.0
3.0,a20754090c759e373857d2cc269286a7.jpg,GARBAGE,198.0,160.5,184.5,162.0
3.0,37189e340da09660fbd1cdc800ab6673.jpg,GARBAGE,53.0,-16.0,181.0,93.0
7.0,5a6a94b364ce575cc8f816aed6cdd1e3.jpg,BAD_BILLBOARD,160.5,91.0,106.0,73.5
3.0,3c2f5a489d7099ecc2b7d105c5e25e75.jpg,GARBAGE,168.0,57.5,162.5,93.0
4.0,cb6db25ab0406335e0c76d7c7f5a6c9b.jpg,CONSTRUCTION_ROAD,139.0,81.5,145.0,114.5
4.0,4a8080f6153cc3b7107070fa06535c3a.jpg,CONSTRUCTION_ROAD,258.5,55.5,119.5,41.5
2.0,657389175c17dba6920cbb95c43f23b6.jpg,POTHOLES,304.5,141.0,198.0,138.5
2.0,6579728ccc3458b83957a96ab0e6eede.jpg,POTHOLES,327.5,168.0,267.0,166.0
9.0,d5e660d3ba3ff9e78599aa61f3f08f87.jpg,CLUTTER_SIDEWALK,199.5,-21.0,163.0,101.5
3.0,430929c64f2efaec3e06b0c994c1a9f0.jpg,GARBAGE,208.0,173.5,92.5,74.5
0.0,2d21d0c99c2f01dbbf5e059a741fef9f.jpg,GRAFFITI,96.0,-4.5,132.0,61.5
3.0,211c3623f82205cdb28391f3cff786d2.jpg,GARBAGE,419.5,315.5,157.5,108.5
3.0,d79ac4e44226165d48fb325a3c05f9f4.jpg,GARBAGE,180.0,134.5,164.0,127.5
2.0,28a44d5b81de52e674c632bf1917d52f.jpg,POTHOLES,197.0,83.0,215.0,162.0
3.0,4f6477647b3bc82f83e227feb3ea60d9.jpg,GARBAGE,446.0,350.0,131.5,96.5
2.0,379ec9f90289e98af3c68a9a35d028e3.jpg,POTHOLES,239.5,180.0,234.5,157.0
3.0,938a33230e1a843b5fc3ce6e4bf2101e.jpg,GARBAGE,107.0,72.5,104.5,72.5
4.0,4dbc65644ec04ff638e1934e111f02bc.jpg,CONSTRUCTION_ROAD,358.5,292.5,110.5,82.0
3.0,e11f8faa32d11042881ca62a7a7db3a9.jpg,GARBAGE,157.5,102.0,208.5,173.0
3.0,818c7e31db59635868720282abb788f5.jpg,GARBAGE,479.5,402.0,126.5,81.5
4.0,62eaa5ab92a6be0019bc577210bd6984.jpg,CONSTRUCTION_ROAD,361.5,284.5,130.0,82.0
3.0,3458bb02560ad28fab4cb86cdb0b0fb2.jpg,GARBAGE,147.0,89.0,278.5,241.0
3.0,ebbbd002c6a677410124a79ab8cf78ab.jpg,GARBAGE,368.5,340.5,157.0,135.5
4.0,9c3329d4e2cb2fde0c7ab30190b0dd67.jpg,CONSTRUCTION_ROAD,229.5,8.0,197.5,69.5
10.0,0e005f51d165c7b617da6b9c26aa0510.jpg,UNKEPT_FACADE,362.0,161.0,98.5,24.0
4.0,1c356057a1e03643c8182d4df821fa81.jpg,CONSTRUCTION_ROAD,269.5,172.5,141.0,112.0
0.0,5fdd20ddfb64c64051b66a0bebcff64c.jpg,GRAFFITI,510.0,348.5,115.0,73.5
8.0,274a34f346a6f67d476d1303484d6c70.jpg,SAND_ON_ROAD,99.0,24.0,183.5,102.5
2.0,66f32976a27dd3862fe5b2ec54c2d138.jpg,POTHOLES,297.5,154.5,167.0,115.0
3.0,e4a8e99bb11ab2c9343080f8f2d8eef2.jpg,GARBAGE,291.5,261.5,99.5,82.5
3.0,324415a2da0ac4d00c11c0a74cf5a1f3.jpg,GARBAGE,178.0,146.5,123.5,103.5
3.0,2002717099b6539929ced1a79ecbc1ed.jpg,GARBAGE,309.5,268.0,148.0,114.5
3.0,b84889bd2bc9a30027d84cd7e0b5fe32.jpg,GARBAGE,136.0,95.5,219.5,193.5
7.0,2a16734355af251050765cd9c02c3441.jpg,BAD_BILLBOARD,411.0,328.5,118.5,59.5
3.0,adf2ac937bfaea379e597c2462fcf923.jpg,GARBAGE,420.5,352.5,118.5,60.5
3.0,fe3699b28f507c2006dc3120e00b8094.jpg,GARBAGE,118.0,45.5,151.5,110.0
3.0,7cb395d1ac761f8f7984ae4859774ac3.jpg,GARBAGE,365.0,145.0,217.5,173.5
4.0,e47a2e305c0113b0f8b634ba0cf802f4.jpg,CONSTRUCTION_ROAD,99.5,45.0,140.0,116.5
7.0,576fdded4c38bbb1133bc4bf0a74f7a1.jpg,BAD_BILLBOARD,221.5,152.0,112.5,80.5
8.0,b39c8ff54c5fdf65467875e369a086fe.jpg,SAND_ON_ROAD,355.0,287.0,133.0,96.0
7.0,88d588f6ad16346b823361a98e028a18.jpg,BAD_BILLBOARD,361.0,316.5,91.0,64.5
7.0,b4a32d3f2e3578f75a069bbaf2f912c0.jpg,BAD_BILLBOARD,564.5,140.5,188.0,-51.0
3.0,7aab7af50915d2aa7eac0574962932f0.jpg,GARBAGE,468.0,414.0,182.0,150.0
4.0,df334f4ad9ff07385660bd7830490da3.jpg,CONSTRUCTION_ROAD,225.0,141.0,117.5,79.5
9.0,6ce4a173acccb25953b27d4ba4368952.jpg,CLUTTER_SIDEWALK,487.0,333.0,208.0,138.5
0.0,251bb9ea4709e48d66577cf36e8be327.jpg,GRAFFITI,189.5,-31.5,133.5,49.0
9.0,d70017e739da014203b86d31b74388a5.jpg,CLUTTER_SIDEWALK,285.0,-29.0,158.0,82.5
1.0,a6c94229db28f590787ec7152db0e016.jpg,FADED_SIGNAGE,181.5,151.0,103.0,72.5
4.0,97719643b1ca05c5b6169ece7bd12e76.jpg,CONSTRUCTION_ROAD,192.0,-24.5,174.5,30.5
7.0,86f5538ba41523eae5ca826d79ea578d.jpg,BAD_BILLBOARD,348.5,290.5,98.0,48.5
2.0,fe35f3b78b83d90e8a6a4f5cbe034848.jpg,POTHOLES,138.5,75.0,153.5,117.5
4.0,93473b7b47f2f32719f4142304787ebe.jpg,CONSTRUCTION_ROAD,123.5,-18.5,150.5,47.0
0.0,a33caa579a130e8bf7919c7e79d117a2.jpg,GRAFFITI,140.5,112.5,107.5,72.5
7.0,7270ab4297a5eccdd03540efc0519d00.jpg,BAD_BILLBOARD,433.0,384.0,98.5,63.0
9.0,b024ea7ad2859835ec99cea613f4950b.jpg,CLUTTER_SIDEWALK,451.0,179.0,128.5,78.0
2.0,14d1f9dfa34713d97fc38e8d747a151c.jpg,POTHOLES,323.5,230.0,190.0,108.5
3.0,6268bd55a8c86072b7c746c29bfe01c1.jpg,GARBAGE,120.0,70.5,162.0,143.5
7.0,85d6cb432c95d166745a7419945724ea.jpg,BAD_BILLBOARD,383.5,351.0,91.0,45.0
4.0,ab44f6e42c8845da09511406e1f2821e.jpg,CONSTRUCTION_ROAD,197.0,102.5,124.5,69.0
9.0,7cb395d1ac761f8f7984ae4859774ac3.jpg,CLUTTER_SIDEWALK,493.0,237.0,208.0,170.0
9.0,588ff74b2a76e32234575483bee0047d.jpg,CLUTTER_SIDEWALK,474.0,171.0,188.0,99.5
2.0,0649e9702d8ae1a4106019f99cd36c2c.jpg,POTHOLES,298.5,211.0,195.5,142.5
3.0,6b826928b1aeda6f3ec7594de12a9513.jpg,GARBAGE,270.0,144.5,215.5,153.5
3.0,728f99e8d19381c87d710b2376c744f1.jpg,GARBAGE,404.5,302.0,144.5,79.5
3.0,bdadcf5629f65a6411e876e391bd3081.jpg,GARBAGE,306.0,272.5,133.5,113.5
3.0,1a360b52707c658aee125e14ea7faf5a.jpg,GARBAGE,414.0,364.0,153.5,119.0
3.0,3a593fc64436379c12b3946a7ec9b9e4.jpg,GARBAGE,418.5,386.0,152.0,132.0
8.0,5521070f44b4bd3b44f709c8405b0d6a.jpg,SAND_ON_ROAD,406.5,366.0,133.5,103.0
3.0,e4b35fb8567c0d8d99de36e96bc4fde9.jpg,GARBAGE,396.5,345.5,153.0,111.0
3.0,9c997d93d5d28e2ef8e9a60963cc9c15.jpg,GARBAGE,381.5,329.0,177.0,136.0
9.0,f9fbcfe859bde0c8b414f56a10ef0d1b.jpg,CLUTTER_SIDEWALK,461.5,138.5,216.5,151.5
0.0,0429a62696acb02201ee3008144372af.jpg,GRAFFITI,166.0,51.0,158.5,63.5
7.0,0a82e45ed11fb9ef1620a0b40cd9f6d8.jpg,BAD_BILLBOARD,399.0,352.0,79.5,49.0
3.0,edb937b7919e06bf8e44465bbbb22d83.jpg,GARBAGE,358.0,331.0,120.0,89.0
8.0,90d5bf0de4acebc3676b78ee06cc951d.jpg,SAND_ON_ROAD,460.5,378.0,154.0,55.0
4.0,46282ab49e180044f16fc3c0228f523c.jpg,CONSTRUCTION_ROAD,211.0,-18.5,133.0,75.0
7.0,d56358524bcb736de61a5bee233ede2c.jpg,BAD_BILLBOARD,409.5,308.0,77.0,16.5
3.0,5a96184152b93c81a9817e732ad9dc1c.jpg,GARBAGE,352.0,321.0,143.0,124.5
2.0,a9c5ca9a9a742525f1d20bdfe6a931e7.jpg,POTHOLES,454.0,327.0,165.5,57.5
3.0,f1b868d01c3e0ea7e2da58b06c235726.jpg,GARBAGE,412.5,385.5,100.0,80.5
3.0,1d013ad1511be0c39604e44cf85a9f97.jpg,GARBAGE,419.0,386.0,204.0,186.0
7.0,4503c909f2fe79adbc3b5ac1bd829327.jpg,BAD_BILLBOARD,468.5,364.5,78.0,28.0
4.0,6cba4fb94655c49c6436dbdaaedf267e.jpg,CONSTRUCTION_ROAD,414.0,302.5,94.5,66.0
3.0,4e7db9e254c41371e89dca348788ba9c.jpg,GARBAGE,487.0,445.0,128.0,96.5
3.0,d68db5accf40263b2e08102fe60ae4e2.jpg,GARBAGE,397.0,328.5,131.5,103.0
9.0,9e8446ba5097bc344c77bc297d5c60a1.jpg,CLUTTER_SIDEWALK,410.5,77.5,177.5,97.0
4.0,5973811fc3cf792207d8ec057c764bcd.jpg,CONSTRUCTION_ROAD,436.0,132.0,208.0,35.5
9.0,4fbfceb13aff5395d1ccb07c973b9812.jpg,CLUTTER_SIDEWALK,425.5,223.0,166.0,106.0
3.0,3669081e5429bb2ff52560345f00b887.jpg,GARBAGE,275.5,195.0,251.5,182.5
2.0,d9e6baecee5faebed3bfc63bb4ea36fd.jpg,POTHOLES,497.5,391.5,224.0,136.0
4.0,34f77f24aa2def9759eb95bf937bbb7e.jpg,CONSTRUCTION_ROAD,525.0,273.0,231.0,80.0
2.0,6b2df725d2dad0f6135f832c871a89d0.jpg,POTHOLES,341.5,233.5,160.5,98.0
7.0,6981881ba3ecbcd5552272b00a153c95.jpg,BAD_BILLBOARD,466.0,391.5,90.0,53.0
3.0,51be0f0e093fe2222c70b46c7dd31709.jpg,GARBAGE,284.0,227.0,135.5,88.0
0.0,beb39f009619b9956833a33c6476fcbd.jpg,GRAFFITI,60.0,4.5,137.5,94.0
7.0,4576de3e17fea7c63bfb0d0be4b19eb8.jpg,BAD_BILLBOARD,235.5,151.5,112.0,67.5
3.0,378cee2697bfeb7b4c25dfd8e1f8648b.jpg,GARBAGE,89.5,20.0,129.5,99.5
2.0,b8a3145afabac1a2c6e41e3d2e69be89.jpg,POTHOLES,268.5,211.0,132.5,95.5
8.0,7b216c43cdf52a870a2c3df9a0cb511e.jpg,SAND_ON_ROAD,359.5,286.5,147.0,108.5
4.0,dde81ec8e90880289e9ada612baf02d3.jpg,CONSTRUCTION_ROAD,333.5,105.0,181.5,40.0
4.0,d6da818d0ead4aaf647179fb8827e5cc.jpg,CONSTRUCTION_ROAD,404.5,341.5,105.5,66.5
3.0,0b4f82479ad2e735c2d031548f460367.jpg,GARBAGE,91.0,39.5,124.5,91.5
0.0,1fe92e769679f7d068c6d48348b1ec1b.jpg,GRAFFITI,49.0,-13.0,129.5,80.0
4.0,0a1ea4614a9df912eeb8d1b40bffee74.jpg,CONSTRUCTION_ROAD,102.5,-29.0,156.0,94.0
3.0,efb74261bf44e1692ddd7b6491f4abab.jpg,GARBAGE,141.5,108.5,168.0,143.5
3.0,f71c5d47a5d10f2a3a207a99df5856e5.jpg,GARBAGE,149.5,106.5,132.5,110.0
2.0,9ebcf240ce5d26e325c5898d3802767c.jpg,POTHOLES,245.5,192.5,276.5,156.0
3.0,f94e76afcf740a5b9dadfee8f8851881.jpg,GARBAGE,149.0,114.0,102.0,70.5
7.0,838fd3a7b50aee7aa026eff27114c428.jpg,BAD_BILLBOARD,333.5,272.5,97.5,55.0
4.0,94eb46f1c3c9029afb23d7257b5082f6.jpg,CONSTRUCTION_ROAD,370.0,247.0,120.0,64.5
9.0,7caf1d0fa1492e74343ea7d6b41cea0c.jpg,CLUTTER_SIDEWALK,232.0,9.5,192.5,91.5
3.0,d3af748e17839986022ab6c4c1ac1ccd.jpg,GARBAGE,373.0,333.5,190.0,160.5
9.0,9c92a3f6ce9fa258f81372522b9620a1.jpg,CLUTTER_SIDEWALK,462.5,170.5,171.5,89.5
3.0,cd7b7f8bd95accbc8de2b8cdc41dcbfb.jpg,GARBAGE,214.0,178.0,121.5,95.5
3.0,5d66aa662d874b2d4a6aa7e0436abd6a.jpg,GARBAGE,406.5,365.0,134.0,95.0
3.0,8df9cbd0d736dd41faacdca772d992a2.jpg,GARBAGE,104.5,86.5,130.0,110.0
3.0,44115fbdbfd81fa93e0e6a3adb19bcee.jpg,GARBAGE,478.0,410.0,146.5,113.5
4.0,c351b2360297b2256994ff5e0c4a8e2f.jpg,CONSTRUCTION_ROAD,237.5,-46.0,244.0,87.5
2.0,0309b251f97e79d07c1bd028117a36ae.jpg,POTHOLES,359.0,245.0,221.0,148.5
3.0,834a9100046c5d7faf55ee90dad932b4.jpg,GARBAGE,422.5,392.5,213.0,179.5
3.0,7915f115188bd945a73f78125be43d7c.jpg,GARBAGE,225.0,197.5,176.0,150.0
3.0,e76aa8d97ec8d356df4c7350f2465102.jpg,GARBAGE,215.5,116.0,195.0,134.0
4.0,e932aae31ea8d8a74af2c740969528c9.jpg,CONSTRUCTION_ROAD,357.5,284.5,123.0,82.0
7.0,baeac51ea4307d183588ef42477e965f.jpg,BAD_BILLBOARD,75.0,33.5,110.5,80.5
3.0,b397882a73a42edc945d7526b8b19f5e.jpg,GARBAGE,258.0,228.5,155.0,128.5
3.0,694bb9f80b7af62744f97dcb8e4e3584.jpg,GARBAGE,255.0,188.0,135.0,84.5
3.0,737cf9b9b0d00a7b002b37e95b791bd4.jpg,GARBAGE,198.5,150.0,155.5,112.5
3.0,d55fe0ec5f89ce3e0c3cec58243d0403.jpg,GARBAGE,388.0,316.5,116.5,71.5
3.0,2e63db23be40d6661aed12c4a2f3d094.jpg,GARBAGE,150.5,112.5,116.0,93.0
4.0,369e5d5d8ed882f707e718c4db9752a3.jpg,CONSTRUCTION_ROAD,417.0,193.5,178.5,85.0
3.0,1ed81d813a23e799edbfc62384a8c759.jpg,GARBAGE,224.0,170.0,92.5,53.5
3.0,7c86ec1ee4d8be938e14ad2cb9080082.jpg,GARBAGE,361.5,337.0,90.0,69.0
3.0,4f8cb2ecb63c8ddd12fcaffd38287582.jpg,GARBAGE,397.5,341.0,248.0,209.5
0.0,635d476733f36e6f087835811079a8be.jpg,GRAFFITI,94.0,26.5,137.5,88.0
3.0,f16cae9e22ebc5799efa978b46a7be4f.jpg,GARBAGE,126.0,25.0,162.0,90.0
3.0,5ac4c83d2d9e6b65d5360d0fb105215c.jpg,GARBAGE,266.5,217.0,167.0,130.0
9.0,1ff47cd9c2182a8a562ac9afb556edd1.jpg,CLUTTER_SIDEWALK,484.0,386.0,157.0,108.0
3.0,6840f1b8a2cbd34a4f434af4fe87f655.jpg,GARBAGE,187.5,137.5,104.5,69.5
3.0,f6528e85d6e5daa48fbe83f4ece30402.jpg,GARBAGE,301.0,249.0,144.5,109.0
4.0,f5360e0dca189497662f5217f867557a.jpg,CONSTRUCTION_ROAD,173.0,-34.5,195.0,82.5
3.0,fb576c344ebc7386c3d7f303fafb3ec1.jpg,GARBAGE,494.0,420.5,105.0,73.0
0.0,708075e8ab96fc207f78e9f736495c9e.jpg,GRAFFITI,513.0,372.0,137.5,52.0
0.0,de8c1b34efab43b9489af9acf0e4dca1.jpg,GRAFFITI,496.0,195.5,156.5,-31.0
9.0,fe0734b6d4f5f1007d4f39971d21e3fb.jpg,CLUTTER_SIDEWALK,499.0,157.0,180.5,97.0
3.0,9c298dcc779c28215c8cb2efab03ca67.jpg,GARBAGE,139.0,32.5,139.5,80.0
7.0,21de1e1fa7b9d450166b55ab0e0b0f64.jpg,BAD_BILLBOARD,179.0,-1.5,99.5,3.0
7.0,e191c776d9179a3c6b19ffd56a3821f3.jpg,BAD_BILLBOARD,366.5,225.5,100.0,39.0
3.0,622dee75d9f3b9a5ee90aca6e6c46eb0.jpg,GARBAGE,107.5,46.0,156.0,112.0
3.0,805560d255e56141ff34956c9e91194d.jpg,GARBAGE,212.0,180.0,112.0,81.5
3.0,834a9100046c5d7faf55ee90dad932b4.jpg,GARBAGE,399.0,317.5,230.5,159.0
7.0,de643a7e9dd49bd0e61df7cbc4f5abef.jpg,BAD_BILLBOARD,444.0,384.5,134.0,94.5
2.0,2d05d0e4e99840413163d3a81d725ad8.jpg,POTHOLES,192.5,50.0,224.0,150.5
3.0,a1afbb10b435e3f2aaa69b337a07423d.jpg,GARBAGE,441.5,384.0,162.5,119.5
4.0,c735ac1e8b2e0767d5895ac1c74b0f53.jpg,CONSTRUCTION_ROAD,209.0,-27.0,174.5,63.0
2.0,828449ce8ae14f837827640f33a9c1ed.jpg,POTHOLES,304.5,186.5,256.0,159.5
2.0,a8ac928fc43be0ba9b947a312b0bfeca.jpg,POTHOLES,364.5,204.0,270.0,194.5
4.0,4c2b8635ff1d6ee410c66aa20e224d5d.jpg,CONSTRUCTION_ROAD,97.5,-9.0,165.0,43.0
2.0,27092693a9fd8d6fd8b7915dff5e420a.jpg,POTHOLES,333.5,286.5,217.0,177.0
9.0,5c91cbd71b756998abeaf33ad7325497.jpg,CLUTTER_SIDEWALK,154.5,-27.5,152.0,85.5
3.0,0dae04540733dad54d1eabdbff2c7425.jpg,GARBAGE,186.5,154.0,106.5,86.5
3.0,90435e2faa47b91fd6342bbf6e053627.jpg,GARBAGE,175.5,68.5,207.5,152.5
4.0,fc6e17a53149851a060e4f12a6f77640.jpg,CONSTRUCTION_ROAD,354.0,128.5,181.5,62.5
3.0,bd348bedb84af37ea2077a3262cd30bd.jpg,GARBAGE,230.0,195.0,163.5,125.5
4.0,f6fbf2a3913a0a05c76b984befc1c85b.jpg,CONSTRUCTION_ROAD,453.5,122.5,191.5,64.5
7.0,697459c06e7cb98578695639e9f74bf4.jpg,BAD_BILLBOARD,434.5,368.5,92.5,43.0
3.0,18330831f625c22b0e90f9e802690f14.jpg,GARBAGE,452.5,357.5,147.0,86.5
4.0,18137c86fdd869c34124bcd6ecf82737.jpg,CONSTRUCTION_ROAD,364.5,236.5,158.5,54.0
0.0,d930d1fb2576eb34803665c8684691e0.jpg,GRAFFITI,456.0,402.5,122.0,84.5
9.0,dfa47ea4c4bbb0e6ae97faef49178db7.jpg,CLUTTER_SIDEWALK,196.5,-16.0,164.5,80.0
4.0,dd68663d6531f78ceb2069da66e0f005.jpg,CONSTRUCTION_ROAD,143.0,-13.0,139.0,45.0
9.0,6479adc7ab940ff226babf2d4eb76756.jpg,CLUTTER_SIDEWALK,191.5,68.5,122.5,81.0
8.0,fe4a6e94b1ca1fb42f42b8fc6c81ffa8.jpg,SAND_ON_ROAD,482.5,189.5,166.5,0.5
4.0,cc9f9bf7fa0488d73ccea787e6166219.jpg,CONSTRUCTION_ROAD,341.0,130.5,201.0,82.5
7.0,7e7f182dcaff949ac712687cd8672d54.jpg,BAD_BILLBOARD,454.0,391.5,116.0,61.5
3.0,1a0d1acc7ce9dbded995be8a76fbc16e.jpg,GARBAGE,483.5,421.0,136.0,96.5
4.0,322701a21f259587f7e92f8690f91aed.jpg,CONSTRUCTION_ROAD,503.5,212.5,187.5,61.5
3.0,c51e90444466d132c0b6530b1e71271a.jpg,GARBAGE,400.0,366.5,147.5,121.5
8.0,6f409867a98b67531e05d6a340b5b97d.jpg,SAND_ON_ROAD,413.0,95.5,290.5,63.5
4.0,cb712aac0f6028b368253e8b297ad692.jpg,CONSTRUCTION_ROAD,173.5,-25.0,163.0,26.0
9.0,fec90b848c9b6c4bcc1ec562597c55d8.jpg,CLUTTER_SIDEWALK,469.5,237.0,172.0,94.0
0.0,a0de128360effd17cf2ab0a80668cd1c.jpg,GRAFFITI,227.0,-66.0,151.5,68.5
2.0,77065755b24da2bccb505524c98bcd76.jpg,POTHOLES,182.5,67.0,221.0,147.5
3.0,cbe0de4f8b00cb73ec3c7fffe5530ff8.jpg,GARBAGE,348.0,299.0,96.5,78.5
3.0,9db83c7501234aa3ac2f7ef3c82b9beb.jpg,GARBAGE,197.0,119.0,264.0,195.5
3.0,4627f492f62b7b6523c1ba2c08790c62.jpg,GARBAGE,208.5,157.0,134.0,97.5
3.0,8c6276e39eb223d9f2c0398727033fcf.jpg,GARBAGE,135.5,94.5,119.5,100.0
3.0,32c3a2b054c9da8905a51566056610a0.jpg,GARBAGE,379.0,342.0,190.0,158.5
9.0,ac55727ef10d89e442eb86b52c892913.jpg,CLUTTER_SIDEWALK,184.0,63.5,124.0,78.0
7.0,88f3f749451c1aaad3218d4fc56f83af.jpg,BAD_BILLBOARD,289.0,247.0,100.0,76.5
9.0,5cffe3d7be438869b1da967998e56efe.jpg,CLUTTER_SIDEWALK,486.5,177.5,217.5,128.0
3.0,d3825843e4f16b6c04f1f4d3c067161f.jpg,GARBAGE,285.5,227.0,148.5,117.5
3.0,878beb66a705a6d64e18fb3746060355.jpg,GARBAGE,481.0,420.0,179.5,125.0
2.0,31ecd82490a0cb1b9c85f74bea0aa16a.jpg,POTHOLES,382.5,235.0,288.5,144.5
3.0,b153b07f394d838180428c3e86bc413c.jpg,GARBAGE,374.0,315.5,169.5,144.5
3.0,fb914098ab04f47260ac0f1224539a6b.jpg,GARBAGE,393.0,357.0,193.5,159.5
3.0,659d242dfca67d7c4740541b9876eb91.jpg,GARBAGE,459.0,400.0,104.0,47.0
3.0,c8e6f454cf7ac168e196ef3b1a7538bc.jpg,GARBAGE,91.5,56.0,158.0,129.5
0.0,83c8e090ebb427bad18afd6c09777a26.jpg,GRAFFITI,473.5,413.0,103.5,70.0
4.0,ccd930a62979981a48c7d6b2014807db.jpg,CONSTRUCTION_ROAD,535.5,129.0,196.5,54.0
3.0,744808bcef432749f4973cbe0a5740ca.jpg,GARBAGE,189.0,115.5,141.0,107.5
3.0,d8e7d1ca006edddb542491bcb55fd3dc.jpg,GARBAGE,244.0,195.5,136.0,103.0
3.0,af14f47a981a7baa9786bbc725a09f1a.jpg,GARBAGE,265.5,172.5,207.5,162.0
3.0,98ed3e03cef662a362c53489f50847a2.jpg,GARBAGE,206.0,177.0,158.5,137.0
7.0,4c710b3a1060ed2712ad58df8b7822b7.jpg,BAD_BILLBOARD,79.5,11.5,71.0,40.5
4.0,931e57eeb1af10f00c6bfbc610929178.jpg,CONSTRUCTION_ROAD,339.0,182.5,136.0,72.5
4.0,b65172f14cd5f48899a614f3b3c8e177.jpg,CONSTRUCTION_ROAD,220.5,-19.0,159.0,56.0
7.0,9f5dd9884a6bad7133554796fff53661.jpg,BAD_BILLBOARD,480.5,330.0,60.5,-2.5
3.0,734278d3feef51c3b7f72020d562102f.jpg,GARBAGE,197.0,124.5,128.0,94.0
9.0,3b09a6afae7d36e58fc5315b5acd5053.jpg,CLUTTER_SIDEWALK,244.0,39.0,139.5,78.0
9.0,b66cc933cfacfa336e985e660ab89686.jpg,CLUTTER_SIDEWALK,540.0,116.5,251.5,142.5
3.0,599ffa32cfdeed2275268efcdb030a28.jpg,GARBAGE,92.0,50.5,95.0,66.0
3.0,7a79f2deba08622ee8667fe0feb37a23.jpg,GARBAGE,76.5,23.0,173.5,139.5
8.0,a8f9d68f6e0b5f3cde23696e65c9172f.jpg,SAND_ON_ROAD,473.5,395.5,144.0,113.5
2.0,dcc72f6090e5b93831af8df56b742eba.jpg,POTHOLES,316.0,270.0,122.0,107.5
7.0,94bbab7bca1ac8d957227c5b0fc686bc.jpg,BAD_BILLBOARD,433.5,380.0,108.5,83.0
7.0,383268b823e4963c6c6a47ebff263af8.jpg,BAD_BILLBOARD,432.0,387.5,127.0,96.0
8.0,a9e369a52068ccb87d6701e2c417838e.jpg,SAND_ON_ROAD,306.0,228.0,159.0,111.0
7.0,cdc70bd624080a973bcafffad518331d.jpg,BAD_BILLBOARD,363.0,304.5,91.5,64.5
3.0,516073e2f04f7285751164442afd47af.jpg,GARBAGE,194.0,147.5,151.0,128.5
3.0,39491770a4c134e2ea831ce97b8cab48.jpg,GARBAGE,362.0,226.0,195.0,92.5
3.0,d033c282194ec7eb61c3d4b93f33845f.jpg,GARBAGE,310.0,235.5,161.0,112.5
3.0,f9531de531c32fc01ff84ea6df01f1e5.jpg,GARBAGE,90.0,45.0,97.5,75.0
